age_group,sex,feature,mean,std
0-3,female,RelAngl_MC3_MC2,12.949945774999998,1.8285035650239254
0-3,female,RelAngl_MC4_MC2,22.8871039,2.437262658675389
0-3,female,RelAngl_MC5_MC2,34.90713695,3.11118671696728
0-3,female,MC4_over_MC3,0.87982455,0.027833205573743323
0-3,female,PP_MC_1_quotient,0.733554575,0.03969557152003133
0-3,female,PD_MC_1_quotient,0.5884102500000001,0.05090720978546188
0-3,female,PP_MC_2_quotient,0.6579593,0.03512760838618726
0-3,female,PP_MC_3_quotient,0.7657018499999999,0.04039497928344878
0-3,female,PP_MC_4_quotient,0.82753435,0.05201124419532909
0-3,female,PP_MC_5_quotient,0.7111231499999999,0.044618044897086886
0-3,female,PM_MC_2_quotient,0.364306725,0.029595764381625495
0-3,female,PM_MC_3_quotient,0.48258910000000005,0.04342042350346797
0-3,female,PM_MC_4_quotient,0.5331794499999999,0.05329945363069652
0-3,female,PM_MC_5_quotient,0.380817475,0.05265599115399515
0-3,female,PD_MC_2_quotient,0.24539325,0.02779855644725607
0-3,female,PD_MC_3_quotient,0.29609620000000003,0.02330033644656396
0-3,female,PD_MC_4_quotient,0.348490925,0.02890699001119022
0-3,female,PD_MC_5_quotient,0.3091594,0.03878718538568621
0-3,female,Bone_area_Handsize_ratio,0.033811974999999994,0.0019162222649238114
0-3,female,spline_rel_bones_thumb,1.29699955,0.08664693453199777
0-3,female,spline_rel_bones_index,1.1899929,0.08097486194122222
0-3,female,spline_rel_bones_middle,1.165630525,0.07295043949991067
0-3,female,spline_rel_bones_ring,1.149035825,0.07329742644584444
0-3,female,spline_rel_bones_little,1.1325246750000002,0.09480114073677716
0-3,female,length_rel_allfingers_thumb,0.142105975,0.003449274107860067
0-3,female,length_rel_allfingers_index,0.22077390000000002,0.003201455172341605
0-3,female,length_rel_allfingers_middle,0.23497075,0.0022552203570769666
0-3,female,length_rel_allfingers_ring,0.221289925,0.0025396450124185784
0-3,female,length_rel_allfingers_little,0.18085939999999998,0.004101375027713111
0-3,female,Archibalds_Ratio,1.094989325,0.05227826242938126
0-3,female,Length_MC1,0.061824050000000005,0.003151190096309158
0-3,female,Length_MC2,0.098109175,0.003642368255277229
0-3,female,Length_MC3,0.09328510000000001,0.0032478838064981352
0-3,female,Length_MC4,0.082051975,0.0033594251529589616
0-3,female,Length_MC5,0.073187275,0.0035543741559358392
0-3,female,Length_PP1,0.0452665,0.001875408372622498
0-3,female,Length_PP2,0.0644584,0.002271214842664265
0-3,female,Length_PP3,0.07132514999999999,0.0022554276932518096
0-3,female,Length_PP4,0.06775375,0.002311727523092989
0-3,female,Length_PP5,0.051923750000000005,0.0020010319741419584
0-3,female,Length_PM2,0.035656025,0.0019869746812615293
0-3,female,Length_PM3,0.044894575000000006,0.0026086289442137506
0-3,female,Length_PM4,0.0436006,0.0028664585923292986
0-3,female,Length_PM5,0.0277536,0.0031084116382520052
0-3,female,Length_PD1,0.036252725,0.001993995936362652
0-3,female,Length_PD2,0.024011150000000002,0.0022790033871105896
0-3,female,Length_PD3,0.027568899999999997,0.0015962934599428795
0-3,female,Length_PD4,0.028525300000000003,0.0016574552505851574
0-3,female,Length_PD5,0.022551975000000002,0.0024025263144587337
0-3,female,Width_rel_all_widths_MC1,0.06964804999999999,0.00502217019669937
0-3,female,Width_rel_all_widths_MC2,0.05325992500000001,0.0028740094604656668
0-3,female,Width_rel_all_widths_MC3,0.05493165,0.0035323601505697763
0-3,female,Width_rel_all_widths_MC4,0.04786695,0.0031381395023002776
0-3,female,Width_rel_all_widths_MC5,0.05742225000000001,0.003693108528403152
0-3,female,Width_rel_all_widths_PP1,0.05636675,0.005377975768985472
0-3,female,Width_rel_all_widths_PP2,0.06761877499999999,0.002294959677736387
0-3,female,Width_rel_all_widths_PP3,0.07051874999999999,0.003391819750215026
0-3,female,Width_rel_all_widths_PP4,0.065029175,0.002538523070378946
0-3,female,Width_rel_all_widths_PP5,0.05341702499999999,0.0025839962142496283
0-3,female,Width_rel_all_widths_PM2,0.057931350000000006,0.0027807785254658998
0-3,female,Width_rel_all_widths_PM3,0.0655077,0.003118688072300225
0-3,female,Width_rel_all_widths_PM4,0.06145607500000001,0.003528835548387613
0-3,female,Width_rel_all_widths_PM5,0.0496927,0.002138327901745804
0-3,female,Width_rel_all_widths_PD1,0.0394165,0.006029329162837782
0-3,female,Width_rel_all_widths_PD2,0.032050274999999996,0.00323749800504839
0-3,female,Width_rel_all_widths_PD3,0.03704085,0.003062435670072652
0-3,female,Width_rel_all_widths_PD4,0.034822975,0.00269330542782732
0-3,female,Width_rel_all_widths_PD5,0.026002375,0.0024216460251559983
0-3,female,ProxmaxWidth_rel_all_widths_MC1,0.08788510000000001,0.0049556338402846475
0-3,female,ProxmaxWidth_rel_all_widths_MC2,0.079301225,0.005898358239581239
0-3,female,ProxmaxWidth_rel_all_widths_MC3,0.072204925,0.005418537565912516
0-3,female,ProxmaxWidth_rel_all_widths_MC4,0.0644759,0.004198354065766543
0-3,female,ProxmaxWidth_rel_all_widths_MC5,0.068569875,0.004818743810066197
0-3,female,ProxmaxWidth_rel_all_widths_PP1,0.075460975,0.004168295497962366
0-3,female,ProxmaxWidth_rel_all_widths_PP2,0.0933652,0.00552287103987382
0-3,female,ProxmaxWidth_rel_all_widths_PP3,0.094943175,0.00595177627822364
0-3,female,ProxmaxWidth_rel_all_widths_PP4,0.087853275,0.00586280456641481
0-3,female,ProxmaxWidth_rel_all_widths_PP5,0.078397375,0.005223185385731388
0-3,female,ProxmaxWidth_rel_all_widths_PM2,0.074599675,0.004892177080193885
0-3,female,ProxmaxWidth_rel_all_widths_PM3,0.08448395,0.0055715715177069285
0-3,female,ProxmaxWidth_rel_all_widths_PM4,0.079015025,0.004591365555695347
0-3,female,ProxmaxWidth_rel_all_widths_PM5,0.06003775,0.003958800975884829
0-3,female,ProxmaxWidth_rel_all_widths_PD1,0.05237507500000001,0.004318871893229551
0-3,female,ProxmaxWidth_rel_all_widths_PD2,0.043720524999999996,0.0033855973300748955
0-3,female,ProxmaxWidth_rel_all_widths_PD3,0.049811100000000004,0.003976358866588557
0-3,female,ProxmaxWidth_rel_all_widths_PD4,0.0482989,0.003518264452677536
0-3,female,ProxmaxWidth_rel_all_widths_PD5,0.035198275,0.0029711876584832325
0-3,female,DistmaxWidth_rel_all_widths_MC1,0.08243579999999999,0.0042609453459327125
0-3,female,DistmaxWidth_rel_all_widths_MC2,0.0821857,0.005781394482657499
0-3,female,DistmaxWidth_rel_all_widths_MC3,0.083617775,0.005629072886671618
0-3,female,DistmaxWidth_rel_all_widths_MC4,0.07020810000000001,0.00422951015409465
0-3,female,DistmaxWidth_rel_all_widths_MC5,0.06856015,0.004189108365750401
0-3,female,DistmaxWidth_rel_all_widths_PP1,0.06189990000000001,0.004874678549822805
0-3,female,DistmaxWidth_rel_all_widths_PP2,0.06995739999999999,0.00307583982111036
0-3,female,DistmaxWidth_rel_all_widths_PP3,0.07322005000000001,0.003518719930053236
0-3,female,DistmaxWidth_rel_all_widths_PP4,0.06794372500000001,0.002984170399578072
0-3,female,DistmaxWidth_rel_all_widths_PP5,0.05502005000000001,0.0024689867115987646
0-3,female,DistmaxWidth_rel_all_widths_PM2,0.056237575,0.0025422149729300517
0-3,female,DistmaxWidth_rel_all_widths_PM3,0.061362799999999995,0.002904407404141294
0-3,female,DistmaxWidth_rel_all_widths_PM4,0.058538225,0.002905356613333554
0-3,female,DistmaxWidth_rel_all_widths_PM5,0.04848585,0.0024226846472456954
0-3,female,DistmaxWidth_rel_all_widths_PD1,0.0341813,0.007482887568928908
0-3,female,DistmaxWidth_rel_all_widths_PD2,0.03454834999999999,0.003945137874487779
0-3,female,DistmaxWidth_rel_all_widths_PD3,0.04118904999999999,0.004762622332771662
0-3,female,DistmaxWidth_rel_all_widths_PD4,0.0413252,0.0039898111978979404
0-3,female,DistmaxWidth_rel_all_widths_PD5,0.028847974999999998,0.0036868524584855607
0-3,female,MinWidth_rel_all_widths_MC1,0.068210525,0.0049481387072338266
0-3,female,MinWidth_rel_all_widths_MC2,0.05139619999999999,0.0028175998533030433
0-3,female,MinWidth_rel_all_widths_MC3,0.05345105,0.0033158334370187053
0-3,female,MinWidth_rel_all_widths_MC4,0.04636835,0.0029693749368149207
0-3,female,MinWidth_rel_all_widths_MC5,0.05557967500000001,0.0035228712312798892
0-3,female,MinWidth_rel_all_widths_PP1,0.054161075,0.005342304819935172
0-3,female,MinWidth_rel_all_widths_PP2,0.06522062499999999,0.0022852916852206108
0-3,female,MinWidth_rel_all_widths_PP3,0.068547575,0.0032137933484495326
0-3,female,MinWidth_rel_all_widths_PP4,0.06307795000000001,0.002394270639437362
0-3,female,MinWidth_rel_all_widths_PP5,0.05121610000000001,0.002599867894079749
0-3,female,MinWidth_rel_all_widths_PM2,0.0547685,0.002529557790481295
0-3,female,MinWidth_rel_all_widths_PM3,0.0600981,0.002770825738258339
0-3,female,MinWidth_rel_all_widths_PM4,0.05712165,0.0030618104879470516
0-3,female,MinWidth_rel_all_widths_PM5,0.047057575000000004,0.002224874596149127
0-3,female,MinWidth_rel_all_widths_PD1,0.03260885,0.006345229795398292
0-3,female,MinWidth_rel_all_widths_PD2,0.030094149999999997,0.00299916446099619
0-3,female,MinWidth_rel_all_widths_PD3,0.035033825,0.00338993019281806
0-3,female,MinWidth_rel_all_widths_PD4,0.033163775,0.0027475899788117347
0-3,female,MinWidth_rel_all_widths_PD5,0.024106700000000002,0.002582647232628786
0-3,female,Width_MC1,0.01964125,0.002034946943805308
0-3,female,Width_MC2,0.0150337,0.0015053356419323218
0-3,female,Width_MC3,0.015507225,0.001654132253533401
0-3,female,Width_MC4,0.013527175000000002,0.0015963792186117261
0-3,female,Width_MC5,0.01622075,0.001866715897931376
0-3,female,Width_PP1,0.01591315,0.0020998194861366
0-3,female,Width_PP2,0.019112200000000003,0.0020172549919541907
0-3,female,Width_PP3,0.01990795,0.001970042937837416
0-3,female,Width_PP4,0.018368075,0.001859916697714147
0-3,female,Width_PP5,0.015111550000000001,0.0018213859607312001
0-3,female,Width_PM2,0.016356149999999996,0.0016362544556363305
0-3,female,Width_PM3,0.01850685,0.001981257895559775
0-3,female,Width_PM4,0.017388075,0.002185931607857567
0-3,female,Width_PM5,0.01404895,0.001567499804931898
0-3,female,Width_PD1,0.011116025,0.0019135478056445778
0-3,female,Width_PD2,0.009024275,0.0010092888582358243
0-3,female,Width_PD3,0.010431075000000001,0.001014836310850431
0-3,female,Width_PD4,0.00982425,0.0010948632685970777
0-3,female,Width_PD5,0.0073352750000000005,0.0008934748927498517
0-3,female,WidthProx_MC1,0.024758325,0.0019732569119059523
0-3,female,WidthProx_MC2,0.022307625,0.001687654702310508
0-3,female,WidthProx_MC3,0.020317924999999997,0.0016185185753787796
0-3,female,WidthProx_MC4,0.018140875,0.0012821586802772332
0-3,female,WidthProx_MC5,0.01929345,0.0014874709727829298
0-3,female,WidthProx_PP1,0.0212976,0.0021768401682137157
0-3,female,WidthProx_PP2,0.026317999999999998,0.0023647367392912568
0-3,female,WidthProx_PP3,0.0267421,0.0022129193712355955
0-3,female,WidthProx_PP4,0.024742625,0.0020796956222991518
0-3,female,WidthProx_PP5,0.022113874999999998,0.002249263266135073
0-3,female,WidthProx_PM2,0.021014300000000003,0.0018118803124562797
0-3,female,WidthProx_PM3,0.0238175,0.002264966485290054
0-3,female,WidthProx_PM4,0.022287374999999998,0.002132677571739338
0-3,female,WidthProx_PM5,0.0169445,0.0018064423316109203
0-3,female,WidthProx_PD1,0.0147499,0.0014504828338460444
0-3,female,WidthProx_PD2,0.012290949999999998,0.0008778008929662283
0-3,female,WidthProx_PD3,0.014006049999999997,0.0010864315606136615
0-3,female,WidthProx_PD4,0.013606625,0.0012521693521798326
0-3,female,WidthProx_PD5,0.009912325,0.0009892267736042047
0-3,female,WidthDist_MC1,0.0232241,0.0017938812784088138
0-3,female,WidthDist_MC2,0.0231762,0.0023535791859666385
0-3,female,WidthDist_MC3,0.023547925000000004,0.0019972308186458365
0-3,female,WidthDist_MC4,0.01977445,0.0015957304564817925
0-3,female,WidthDist_MC5,0.01932925,0.0018095915497490249
0-3,female,WidthDist_PP1,0.017429825000000003,0.0016601775297022318
0-3,female,WidthDist_PP2,0.019724525,0.0016467869568982673
0-3,female,WidthDist_PP3,0.0206506,0.001837374350143188
0-3,female,WidthDist_PP4,0.019170475,0.001775661682194946
0-3,female,WidthDist_PP5,0.015530725,0.001511253410634314
0-3,female,WidthDist_PM2,0.015863725000000002,0.0014227389797454699
0-3,female,WidthDist_PM3,0.017326,0.0017554422921376943
0-3,female,WidthDist_PM4,0.016542725,0.0018382548578572823
0-3,female,WidthDist_PM5,0.01369635,0.0014634663723765312
0-3,female,WidthDist_PD1,0.0096674,0.002345032510845655
0-3,female,WidthDist_PD2,0.00973035,0.0012209268557859996
0-3,female,WidthDist_PD3,0.011605575,0.001500407617906479
0-3,female,WidthDist_PD4,0.011657424999999999,0.0014460925226189225
0-3,female,WidthDist_PD5,0.0081269,0.0011249945823231374
0-3,female,WidthMin_MC1,0.068210525,0.0049481387072338266
0-3,female,WidthMin_MC2,0.05139619999999999,0.0028175998533030433
0-3,female,WidthMin_MC3,0.05345105,0.0033158334370187053
0-3,female,WidthMin_MC4,0.04636835,0.0029693749368149207
0-3,female,WidthMin_MC5,0.05557967500000001,0.0035228712312798892
0-3,female,WidthMin_PP1,0.054161075,0.005342304819935172
0-3,female,WidthMin_PP2,0.06522062499999999,0.0022852916852206108
0-3,female,WidthMin_PP3,0.068547575,0.0032137933484495326
0-3,female,WidthMin_PP4,0.06307795000000001,0.002394270639437362
0-3,female,WidthMin_PP5,0.05121610000000001,0.002599867894079749
0-3,female,WidthMin_PM2,0.0547685,0.002529557790481295
0-3,female,WidthMin_PM3,0.0600981,0.002770825738258339
0-3,female,WidthMin_PM4,0.05712165,0.0030618104879470516
0-3,female,WidthMin_PM5,0.047057575000000004,0.002224874596149127
0-3,female,WidthMin_PD1,0.03260885,0.006345229795398292
0-3,female,WidthMin_PD2,0.030094149999999997,0.00299916446099619
0-3,female,WidthMin_PD3,0.035033825,0.00338993019281806
0-3,female,WidthMin_PD4,0.033163775,0.0027475899788117347
0-3,female,WidthMin_PD5,0.024106700000000002,0.002582647232628786
0-3,female,Ratio_Width/Length_MC1,0.318685275,0.038517680104268266
0-3,female,Ratio_Width/Length_MC2,0.153430025,0.016355507560557748
0-3,female,Ratio_Width/Length_MC3,0.16649682500000001,0.01932788401127255
0-3,female,Ratio_Width/Length_MC4,0.1651453,0.02048076086727649
0-3,female,Ratio_Width/Length_MC5,0.22221687499999998,0.02832261508387074
0-3,female,Ratio_Width/Length_PP1,0.35246472500000003,0.051136795915584884
0-3,female,Ratio_Width/Length_PP2,0.29676167500000006,0.03249048766227882
0-3,female,Ratio_Width/Length_PP3,0.27922537500000005,0.027562287056390043
0-3,female,Ratio_Width/Length_PP4,0.27111215,0.026150177386808266
0-3,female,Ratio_Width/Length_PP5,0.29117325000000005,0.034449787852980814
0-3,female,Ratio_Width/Length_PM2,0.46048615000000004,0.05627340231112058
0-3,female,Ratio_Width/Length_PM3,0.41292085,0.044270445308615056
0-3,female,Ratio_Width/Length_PM4,0.39961094999999996,0.04988457802637235
0-3,female,Ratio_Width/Length_PM5,0.5124801999999999,0.08149500373302743
0-3,female,Ratio_Width/Length_PD1,0.308278225,0.059251198412412304
0-3,female,Ratio_Width/Length_PD2,0.37857114999999997,0.050090332362463436
0-3,female,Ratio_Width/Length_PD3,0.3792261,0.03907511051466564
0-3,female,Ratio_Width/Length_PD4,0.345279725,0.04170605995627352
0-3,female,Ratio_Width/Length_PD5,0.329447575,0.06057407781021791
0-3,female,Mean_Middle_Prox_Phal_Ratio_width/length,0.28236645000000005,0.027944941106277776
0-3,female,Mean_Middle_Medial_Phal_Ratio_width/length,0.42433935,0.04890901678682415
0-3,female,Mean_Middle_Dist_Phal_Ratio_width/length,0.36769235000000006,0.03923601533622014
0-3,female,Mean_Middle_Metacarpal_Ratio_width/length,0.16169075,0.01737035146264742
0-3,female,Mean_Ulnar_Prox_Phal_Ratio_width/length,0.2845682,0.02876650014023167
0-3,female,Mean_Ulnar_Medial_Phal_Ratio_width/length,0.44637460000000007,0.05291645867359083
0-3,female,Mean_Ulnar_Dist_Phal_Ratio_width/length,0.3581312,0.041147551957091424
0-3,female,Mean_Ulnar_Metacarpal_Ratio_width/length,0.176822225,0.019094565318217294
0-3,female,rel2b_diaphyseal_length_MC1,0.678823925,0.06396035539917756
0-3,female,rel2b_prox_epiphyseal_length_MC1,0.1651004,0.046023357780309325
0-3,female,rel2b_dist_epiphyseal_length_MC1,0.17474625000000002,0.03681472726682583
0-3,female,rel2b_diaphyseal_length_MC2,0.716745,0.0500141027577889
0-3,female,rel2b_prox_epiphyseal_length_MC2,0.14766917499999999,0.03363741834119999
0-3,female,rel2b_dist_epiphyseal_length_MC2,0.14282842499999998,0.04209773582247442
0-3,female,rel2b_diaphyseal_length_MC3,0.691109875,0.05217696573972548
0-3,female,rel2b_prox_epiphyseal_length_MC3,0.164792675,0.029124101558839807
0-3,female,rel2b_dist_epiphyseal_length_MC3,0.15673187500000002,0.037779971778021185
0-3,female,rel2b_diaphyseal_length_MC4,0.74150015,0.0486071395940492
0-3,female,rel2b_prox_epiphyseal_length_MC4,0.12526715,0.01714701196000079
0-3,female,rel2b_dist_epiphyseal_length_MC4,0.14370015,0.04462922681931364
0-3,female,rel2b_diaphyseal_length_MC5,0.690059575,0.06902374332844571
0-3,female,rel2b_prox_epiphyseal_length_MC5,0.18423657499999999,0.05155484247885811
0-3,female,rel2b_dist_epiphyseal_length_MC5,0.146532325,0.04902340035041743
0-3,female,rel2b_diaphyseal_length_PP1,0.68275105,0.05752167351304226
0-3,female,rel2b_prox_epiphyseal_length_PP1,0.161107225,0.0517012695943342
0-3,female,rel2b_dist_epiphyseal_length_PP1,0.183825325,0.036862986783971485
0-3,female,rel2b_diaphyseal_length_PP2,0.652306075,0.044829234755211035
0-3,female,rel2b_prox_epiphyseal_length_PP2,0.150855675,0.03427295274507327
0-3,female,rel2b_dist_epiphyseal_length_PP2,0.21494417500000002,0.04092433389579778
0-3,female,rel2b_diaphyseal_length_PP3,0.6805842499999999,0.04220383212686151
0-3,female,rel2b_prox_epiphyseal_length_PP3,0.12678509999999998,0.02749297364017736
0-3,female,rel2b_dist_epiphyseal_length_PP3,0.20845725,0.036818048698103185
0-3,female,rel2b_diaphyseal_length_PP4,0.66158395,0.05158626779604861
0-3,female,rel2b_prox_epiphyseal_length_PP4,0.12471035000000001,0.02907689171617831
0-3,female,rel2b_dist_epiphyseal_length_PP4,0.23055567500000002,0.048105774904883915
0-3,female,rel2b_diaphyseal_length_PP5,0.6374935500000001,0.05802207531397878
0-3,female,rel2b_prox_epiphyseal_length_PP5,0.13260035,0.04221967460766275
0-3,female,rel2b_dist_epiphyseal_length_PP5,0.24979152500000001,0.06261552020229878
0-3,female,rel2b_diaphyseal_length_PM2,0.5857827,0.07616823353509264
0-3,female,rel2b_prox_epiphyseal_length_PM2,0.199397575,0.04644036091198319
0-3,female,rel2b_dist_epiphyseal_length_PM2,0.26260027499999994,0.06692655383519884
0-3,female,rel2b_diaphyseal_length_PM3,0.6120023499999999,0.059315121125483414
0-3,female,rel2b_prox_epiphyseal_length_PM3,0.18480135,0.04195365634537893
0-3,female,rel2b_dist_epiphyseal_length_PM3,0.23708047499999996,0.05472330856412546
0-3,female,rel2b_diaphyseal_length_PM4,0.597002025,0.06363199419115316
0-3,female,rel2b_prox_epiphyseal_length_PM4,0.19220357500000002,0.0404595548126182
0-3,female,rel2b_dist_epiphyseal_length_PM4,0.24525535,0.06382772193741927
0-3,female,rel2b_diaphyseal_length_PM5,0.5395483750000001,0.08076250320179454
0-3,female,rel2b_prox_epiphyseal_length_PM5,0.2378901,0.06672635304593123
0-3,female,rel2b_dist_epiphyseal_length_PM5,0.28829795,0.05169817536429536
0-3,female,rel2b_diaphyseal_length_PD1,0.5144825,0.08080768086081028
0-3,female,rel2b_prox_epiphyseal_length_PD1,0.24227012499999998,0.07188642805974646
0-3,female,rel2b_dist_epiphyseal_length_PD1,0.266469175,0.06597236856204679
0-3,female,rel2b_diaphyseal_length_PD2,0.6223870249999999,0.07574599231591356
0-3,female,rel2b_prox_epiphyseal_length_PD2,0.2069222,0.07832608743307914
0-3,female,rel2b_dist_epiphyseal_length_PD2,0.20778124999999997,0.048715334406592696
0-3,female,rel2b_diaphyseal_length_PD3,0.599275775,0.07177466655585722
0-3,female,rel2b_prox_epiphyseal_length_PD3,0.23361322500000004,0.0679054593615412
0-3,female,rel2b_dist_epiphyseal_length_PD3,0.2072866,0.031122863856920528
0-3,female,rel2b_diaphyseal_length_PD4,0.6136174499999999,0.06856228580246558
0-3,female,rel2b_prox_epiphyseal_length_PD4,0.22113290000000002,0.06448514243022305
0-3,female,rel2b_dist_epiphyseal_length_PD4,0.201928975,0.03809451716016395
0-3,female,rel2b_diaphyseal_length_PD5,0.607221075,0.09601506114344169
0-3,female,rel2b_prox_epiphyseal_length_PD5,0.21505565000000004,0.0882295329431225
0-3,female,rel2b_dist_epiphyseal_length_PD5,0.20784625,0.0554249173640132
0-3,female,proximal_rad_area/ellips_approx_MC1,1.0897265250000001,0.1329035806542371
0-3,female,proximal_rad_area/ellips_approx_MC2,1.3252560500000001,0.09595687464340827
0-3,female,proximal_rad_area/ellips_approx_MC3,1.4069622,0.12202351778583817
0-3,female,proximal_rad_area/ellips_approx_MC4,1.4128401,0.1188359187824184
0-3,female,proximal_rad_area/ellips_approx_MC5,1.510060425,0.07875320250448346
0-3,female,proximal_rad_area/ellips_approx_PD1,1.4117138,0.12698899446927656
0-3,female,proximal_rad_area/ellips_approx_PD2,1.380767425,0.21275511583085224
0-3,female,proximal_rad_area/ellips_approx_PD3,1.3570582249999998,0.16776815051540125
0-3,female,proximal_rad_area/ellips_approx_PD4,1.4014838250000001,0.1580723158468102
0-3,female,proximal_rad_area/ellips_approx_PD5,1.385249075,0.2261761717735147
0-3,female,proximal_uln_area/ellips_approx_MC1,1.4634686,0.14662612799378996
0-3,female,proximal_uln_area/ellips_approx_MC2,1.757589925,0.08782589832115188
0-3,female,proximal_uln_area/ellips_approx_MC3,1.44814665,0.11376423040061225
0-3,female,proximal_uln_area/ellips_approx_MC4,1.455941275,0.10168021155891654
0-3,female,proximal_uln_area/ellips_approx_MC5,1.1739072,0.0882472966545195
0-3,female,proximal_uln_area/ellips_approx_PD1,1.4170045,0.17678002565987957
0-3,female,proximal_uln_area/ellips_approx_PD2,1.4525839,0.22218962419943733
0-3,female,proximal_uln_area/ellips_approx_PD3,1.4580286999999998,0.16905770008054372
0-3,female,proximal_uln_area/ellips_approx_PD4,1.4719522999999999,0.1717933196386629
0-3,female,proximal_uln_area/ellips_approx_PD5,1.511820175,0.22746753247023363
0-3,female,distal_rad_area/ellips_approx_MC1,1.1046935999999998,0.0674366977899293
0-3,female,distal_rad_area/ellips_approx_MC2,1.31936765,0.12252795403070794
0-3,female,distal_rad_area/ellips_approx_MC3,1.4743786,0.15715884051294843
0-3,female,distal_rad_area/ellips_approx_MC4,1.459223975,0.12626890522813675
0-3,female,distal_rad_area/ellips_approx_MC5,1.471791525,0.08245643052685539
0-3,female,distal_rad_area/ellips_approx_PD1,1.040358675,0.09947812033587253
0-3,female,distal_rad_area/ellips_approx_PD2,1.179857825,0.14336555898281766
0-3,female,distal_rad_area/ellips_approx_PD3,1.193026675,0.11220813643458498
0-3,female,distal_rad_area/ellips_approx_PD4,1.2671628,0.14961401901768978
0-3,female,distal_rad_area/ellips_approx_PD5,1.2086386,0.15121906495287066
0-3,female,distal_uln_area/ellips_approx_MC1,1.504207125,0.10318832753438224
0-3,female,distal_uln_area/ellips_approx_MC2,1.772898575,0.1003357580827768
0-3,female,distal_uln_area/ellips_approx_MC3,1.4869568999999998,0.12033947064137415
0-3,female,distal_uln_area/ellips_approx_MC4,1.507685925,0.12293195152278091
0-3,female,distal_uln_area/ellips_approx_MC5,1.1267587000000001,0.12279117748107858
0-3,female,distal_uln_area/ellips_approx_PD1,1.0115824500000001,0.12831464663263886
0-3,female,distal_uln_area/ellips_approx_PD2,1.2873163250000002,0.12504434258056013
0-3,female,distal_uln_area/ellips_approx_PD3,1.315258775,0.09445522846015934
0-3,female,distal_uln_area/ellips_approx_PD4,1.372852825,0.11303730861701743
0-3,female,distal_uln_area/ellips_approx_PD5,1.3383387,0.14303751095612324
0-3,female,rela_distal_uln_diaphy_quad_area_MC1,0.203206125,0.031104043311397756
0-3,female,rela_distal_uln_diaphy_quad_area_MC2,0.23099342500000003,0.027713408837218966
0-3,female,rela_distal_uln_diaphy_quad_area_MC3,0.220565725,0.024464684022219685
0-3,female,rela_distal_uln_diaphy_quad_area_MC4,0.227503475,0.02309136822076707
0-3,female,rela_distal_uln_diaphy_quad_area_MC5,0.197419175,0.04334038573650565
0-3,female,rela_distal_uln_diaphy_quad_area_PD1,0.04416675,0.03491555976612793
0-3,female,rela_distal_uln_diaphy_quad_area_PD2,0.12423999999999999,0.0431105954559213
0-3,female,rela_distal_uln_diaphy_quad_area_PD3,0.1303763,0.027478604260639233
0-3,female,rela_distal_uln_diaphy_quad_area_PD4,0.1428628,0.03288993598250586
0-3,female,rela_distal_uln_diaphy_quad_area_PD5,0.13805174999999997,0.048641554083193164
0-3,female,rela_prox_uln_diaphy_quad_area_MC1,0.1777977,0.03779118205192914
0-3,female,rela_prox_uln_diaphy_quad_area_MC2,0.14676945,0.02631201371602538
0-3,female,rela_prox_uln_diaphy_quad_area_MC3,0.130083,0.02452597053465299
0-3,female,rela_prox_uln_diaphy_quad_area_MC4,0.150879825,0.021953394501718335
0-3,female,rela_prox_uln_diaphy_quad_area_MC5,0.134628225,0.04988825561833551
0-3,female,rela_prox_uln_diaphy_quad_area_PD1,0.22334177500000002,0.05069457550229939
0-3,female,rela_prox_uln_diaphy_quad_area_PD2,0.18474387499999997,0.04052440215233887
0-3,female,rela_prox_uln_diaphy_quad_area_PD3,0.1666756,0.03678787407717316
0-3,female,rela_prox_uln_diaphy_quad_area_PD4,0.16191482499999998,0.03231617735937275
0-3,female,rela_prox_uln_diaphy_quad_area_PD5,0.1652797,0.03649478032941571
0-3,female,rela_dist_rad_diaphy_quad_area_MC1,0.181533075,0.030314546898492438
0-3,female,rela_dist_rad_diaphy_quad_area_MC2,0.198671675,0.021208234148843687
0-3,female,rela_dist_rad_diaphy_quad_area_MC3,0.2101268,0.0259999282101573
0-3,female,rela_dist_rad_diaphy_quad_area_MC4,0.21761872499999999,0.022916808023792472
0-3,female,rela_dist_rad_diaphy_quad_area_MC5,0.22107947499999997,0.04484726404483389
0-3,female,rela_dist_rad_diaphy_quad_area_PD1,0.046418775,0.03684280879245375
0-3,female,rela_dist_rad_diaphy_quad_area_PD2,0.12077484999999999,0.043706052246829205
0-3,female,rela_dist_rad_diaphy_quad_area_PD3,0.124401775,0.02828377776465486
0-3,female,rela_dist_rad_diaphy_quad_area_PD4,0.136187675,0.03142337943306275
0-3,female,rela_dist_rad_diaphy_quad_area_PD5,0.12792845000000003,0.043445497766771694
0-3,female,rela_dist_uln_diaphy_quad_area_MC1,0.1435229,0.031301511269978884
0-3,female,rela_dist_uln_diaphy_quad_area_MC2,0.13481970000000001,0.019260572146093474
0-3,female,rela_dist_uln_diaphy_quad_area_MC3,0.13463435,0.019707896468362428
0-3,female,rela_dist_uln_diaphy_quad_area_MC4,0.14769825,0.01802073845458942
0-3,female,rela_dist_uln_diaphy_quad_area_MC5,0.14414015,0.05452704414703607
0-3,female,rela_dist_uln_diaphy_quad_area_PD1,0.224144275,0.05249154167369644
